Id,IdMerchant,TransactionTime,CumsumAmount,CumsumTotal,Uniusers
152724,STUDIO F,9,0,0,0
151147,PRICE TRAVEL BARRANQU,9,0,0,0
150781,PEPE GANGA,9,0,0,0
130182,ELA,8,0,0,0
130688,FALABELLA TITAN,8,0,0,0
130351,EPK KIDSMART,8,0,0,0
154276,VIAJES FALABELLA,9,0,0,0
154278,VIAJES HC,9,0,0,0
153673,TIENDA PLAZA CENTRAL,9,0,0,0
153674,TIENDA PLAZA CENTRAL AM,9,0,0,0
154436,WWW.AVIANCA.COM,9,0,0,0
154521,ZARA,9,0,0,0
125135,ARTURO CALLE,8,0,0,0
125253,AUTOMOTORES COMERC A,8,0,0,0
127705,COSMOPOLITAN CASINO,8,0,0,0
124922,AMWAY COLOMBIA,8,0,0,0
145809,EPK KIDSMART,9,0,0,0
146146,FALABELLA TITAN,9,0,0,0
169131,TIENDA PLAZA CENTRAL,10,0,0,0
145640,ELA,9,0,0,0
169736,VIAJES HC,10,0,0,0
169894,WWW.AVIANCA.COM,10,0,0,0
143163,COSMOPOLITAN CASINO,9,0,0,0
140593,ARTURO CALLE,9,0,0,0
140711,AUTOMOTORES COMERC A,9,0,0,0
140380,AMWAY COLOMBIA,9,0,0,0
123605,ZARA,7,0,0,0
121808,STUDIO F,7,0,0,0
122072,SUPERMERCADO MERCACENTRO,7,0,0,0
118804,MOVISTAR,7,0,0,0
123360,VIAJES FALABELLA,7,0,0,0
123362,VIAJES HC,7,0,0,0
123520,WWW.AVIANCA.COM,7,0,0,0
122843,TIQUETESBARATOS.COM,7,0,0,0
122757,TIENDA PLAZA CENTRAL,7,0,0,0
122758,TIENDA PLAZA CENTRAL AM,7,0,0,0
112247,COSMOPOLITAN CASINO,7,0,0,0
112727,DESPEGAR COLOMBIA,7,0,0,0
111870,COMCEL,7,0,0,0
109354,ALMACENES LA 14,7,0,0,0
108898,AGENCIA DE SEGUROS FALABELLA,7,0,0,0
109464,AMWAY COLOMBIA,7,0,0,0
98015,EASY,6,0,0,0
99266,ELA,6,0,0,0
101577,JUMBO CENCOSUD,6,0,0,0
99766,FALABELLA,6,0,0,0
99772,FALABELLA TITAN,6,0,0,0
101801,LA 14 - ALMACENES,6,0,0,0
101575,JUMBO,6,0,0,0
118441,METRO,7,0,0,0
99435,EPK KIDSMART,6,0,0,0
119865,PEPE GANGA,7,0,0,0
120231,PRICE TRAVEL BARRANQU,7,0,0,0
120232,PRICESMART,7,0,0,0
120233,PRICESMART COLOMBIA,7,0,0,0
135323,PEPE GANGA,8,0,0,0
139063,ZARA,8,0,0,0
138978,WWW.AVIANCA.COM,8,0,0,0
138818,VIAJES FALABELLA,8,0,0,0
138820,VIAJES HC,8,0,0,0
134262,MOVISTAR,8,0,0,0
127328,COMCEL,8,0,0,0
138215,TIENDA PLAZA CENTRAL,8,0,0,0
138216,TIENDA PLAZA CENTRAL AM,8,0,0,0
137266,STUDIO F,8,0,0,0
138301,TIQUETESBARATOS.COM,8,0,0,0
115230,FALABELLA TITAN,7,0,0,0
117259,LA 14 - ALMACENES,7,0,0,0
109795,AUTOMOTORES COMERC A,7,0,0,0
109677,ARTURO CALLE,7,0,0,0
114893,EPK KIDSMART,7,0,0,0
135691,PRICESMART COLOMBIA,8,0,0,0
135690,PRICESMART,8,0,0,0
135689,PRICE TRAVEL BARRANQU,8,0,0,0
114724,ELA,7,0,0,0
117035,JUMBO CENCOSUD,7,0,0,0
117033,JUMBO,7,0,0,0
113473,EASY,7,0,0,0
218001,AUTOMOTORES COMERC A,14,0,0,0
187085,AUTOMOTORES COMERC A,12,0,0,0
184589,TIENDA PLAZA CENTRAL,11,0,0,0
231726,WWW.AVIANCA.COM,14,0,0,0
174079,COSMOPOLITAN CASINO,11,0,0,0
202543,AUTOMOTORES COMERC A,13,0,0,0
216268,WWW.AVIANCA.COM,13,0,0,0
189537,COSMOPOLITAN CASINO,12,0,0,0
200810,WWW.AVIANCA.COM,12,0,0,0
204995,COSMOPOLITAN CASINO,13,0,0,0
166605,PRICE TRAVEL BARRANQU,10,0,0,0
156169,AUTOMOTORES COMERC A,10,0,0,0
158621,COSMOPOLITAN CASINO,10,0,0,0
171627,AUTOMOTORES COMERC A,11,0,0,0
185352,WWW.AVIANCA.COM,11,0,0,0
185194,VIAJES HC,11,0,0,0
233459,AUTOMOTORES COMERC A,15,0,0,0
46072,VIAJES HC,2,0,0,0
46070,VIAJES FALABELLA,2,0,0,0
46230,WWW.AVIANCA.COM,2,0,0,0
44782,SUPERMERCADO MERCACENTRO,2,0,0,0
44518,STUDIO F,2,0,0,0
44616,SUPER INTER,2,0,0,0
45553,TIQUETESBARATOS.COM,2,0,0,0
45467,TIENDA PLAZA CENTRAL,2,0,0,0
45468,TIENDA PLAZA CENTRAL AM,2,0,0,0
46315,ZARA,2,0,0,0
31608,AGENCIA DE SEGUROS FALABELLA,2,0,0,0
34957,COSMOPOLITAN CASINO,2,0,0,0
31541,ADIDAS,2,0,0,0
34580,COMCEL,2,0,0,0
19979,DESPEGAR COLOMBIA,1,0,0,0
20725,EASY,1,0,0,0
21976,ELA,1,0,0,0
23483,HOMECENTER,1,0,0,0
39969,LA 14 - ALMACENES,2,0,0,0
40700,MAKRO,2,0,0,0
39743,JUMBO,2,0,0,0
39745,JUMBO CENCOSUD,2,0,0,0
42941,PRICE TRAVEL BARRANQU,2,0,0,0
42942,PRICESMART,2,0,0,0
42943,PRICESMART COLOMBIA,2,0,0,0
41514,MOVISTAR,2,0,0,0
41151,METRO,2,0,0,0
42575,PEPE GANGA,2,0,0,0
61011,TIQUETESBARATOS.COM,3,0,0,0
61688,WWW.AVIANCA.COM,3,0,0,0
61528,VIAJES FALABELLA,3,0,0,0
61530,VIAJES HC,3,0,0,0
60925,TIENDA PLAZA CENTRAL,3,0,0,0
60926,TIENDA PLAZA CENTRAL AM,3,0,0,0
55201,JUMBO,3,0,0,0
55203,JUMBO CENCOSUD,3,0,0,0
58033,PEPE GANGA,3,0,0,0
56158,MAKRO,3,0,0,0
55427,LA 14 - ALMACENES,3,0,0,0
56609,METRO,3,0,0,0
50415,COSMOPOLITAN CASINO,3,0,0,0
61773,ZARA,3,0,0,0
59976,STUDIO F,3,0,0,0
60074,SUPER INTER,3,0,0,0
60240,SUPERMERCADO MERCACENTRO,3,0,0,0
37603,EPK KIDSMART,2,0,0,0
38941,HOMECENTER,2,0,0,0
32064,ALMACENES LA 14,2,0,0,0
32387,ARTURO CALLE,2,0,0,0
32174,AMWAY COLOMBIA,2,0,0,0
32505,AUTOMOTORES COMERC A,2,0,0,0
37810,EXITO,2,0,0,0
37434,ELA,2,0,0,0
37934,FALABELLA,2,0,0,0
37940,FALABELLA TITAN,2,0,0,0
56972,MOVISTAR,3,0,0,0
58401,PRICESMART COLOMBIA,3,0,0,0
58400,PRICESMART,3,0,0,0
58399,PRICE TRAVEL BARRANQU,3,0,0,0
35437,DESPEGAR COLOMBIA,2,0,0,0
36183,EASY,2,0,0,0
625,ADIDAS,0,0,0,0
692,AGENCIA DE SEGUROS FALABELLA,0,0,0,0
3664,COMCEL,0,0,0,0
2906,CARULLA,0,0,0,0
7024,FALABELLA TITAN,0,0,0,0
7018,FALABELLA,0,0,0,0
13866,SUPERMERCADO MERCACENTRO,0,0,0,0
1589,AUTOMOTORES COMERC A,0,0,0,0
1148,ALMACENES LA 14,0,0,0,0
6518,ELA,0,0,0,0
6687,EPK KIDSMART,0,0,0,0
6894,EXITO,0,0,0,0
1258,AMWAY COLOMBIA,0,0,0,0
1471,ARTURO CALLE,0,0,0,0
8827,JUMBO,0,0,0,0
8829,JUMBO CENCOSUD,0,0,0,0
8025,HOMECENTER,0,0,0,0
10235,METRO,0,0,0,0
10598,MOVISTAR,0,0,0,0
11659,PEPE GANGA,0,0,0,0
15399,ZARA,0,0,0,0
15314,WWW.AVIANCA.COM,0,0,0,0
13602,STUDIO F,0,0,0,0
13700,SUPER INTER,0,0,0,0
12025,PRICE TRAVEL BARRANQU,0,0,0,0
12026,PRICESMART,0,0,0,0
12027,PRICESMART COLOMBIA,0,0,0,0
14551,TIENDA PLAZA CENTRAL,0,0,0,0
14552,TIENDA PLAZA CENTRAL AM,0,0,0,0
14637,TIQUETESBARATOS.COM,0,0,0,0
9784,MAKRO,0,0,0,0
9053,LA 14 - ALMACENES,0,0,0,0
9381,LATAM AIRLINES COLOMBIA,0,0,0,0
373790,PAYU,0,0,0,1
15154,VIAJES FALABELLA,0,0,0,0
15156,VIAJES HC,0,0,0,0
29158,SUPER INTER,1,0,0,0
30612,VIAJES FALABELLA,1,0,0,0
30614,VIAJES HC,1,0,0,0
30772,WWW.AVIANCA.COM,1,0,0,0
29060,STUDIO F,1,0,0,0
29324,SUPERMERCADO MERCACENTRO,1,0,0,0
27483,PRICE TRAVEL BARRANQU,1,0,0,0
27484,PRICESMART,1,0,0,0
27485,PRICESMART COLOMBIA,1,0,0,0
16716,AMWAY COLOMBIA,1,0,0,0
16083,ADIDAS,1,0,0,0
17047,AUTOMOTORES COMERC A,1,0,0,0
22352,EXITO,1,0,0,0
22145,EPK KIDSMART,1,0,0,0
22482,FALABELLA TITAN,1,0,0,0
22476,FALABELLA,1,0,0,0
16929,ARTURO CALLE,1,0,0,0
16606,ALMACENES LA 14,1,0,0,0
19122,COMCEL,1,0,0,0
19499,COSMOPOLITAN CASINO,1,0,0,0
16150,AGENCIA DE SEGUROS FALABELLA,1,0,0,0
25693,METRO,1,0,0,0
26056,MOVISTAR,1,0,0,0
27053,PAYU,1,0,0,1
27117,PEPE GANGA,1,0,0,0
4041,COSMOPOLITAN CASINO,0,0,0,0
4521,DESPEGAR COLOMBIA,0,0,0,0
5267,EASY,0,0,0,0
30095,TIQUETESBARATOS.COM,1,0,0,0
30009,TIENDA PLAZA CENTRAL,1,0,0,0
30010,TIENDA PLAZA CENTRAL AM,1,0,0,0
30857,ZARA,1,0,0,0
24511,LA 14 - ALMACENES,1,0,0,0
24285,JUMBO,1,0,0,0
24287,JUMBO CENCOSUD,1,0,0,0
25242,MAKRO,1,0,0,0
87525,METRO,5,0,0,0
107902,VIAJES FALABELLA,6,0,0,0
107904,VIAJES HC,6,0,0,0
87888,MOVISTAR,5,0,0,0
91927,TIQUETESBARATOS.COM,5,0,0,0
91841,TIENDA PLAZA CENTRAL,5,0,0,0
91842,TIENDA PLAZA CENTRAL AM,5,0,0,0
87074,MAKRO,5,0,0,0
88949,PEPE GANGA,5,0,0,0
86343,LA 14 - ALMACENES,5,0,0,0
107385,TIQUETESBARATOS.COM,6,0,0,0
91156,SUPERMERCADO MERCACENTRO,5,0,0,0
90990,SUPER INTER,5,0,0,0
92689,ZARA,5,0,0,0
107300,TIENDA PLAZA CENTRAL AM,6,0,0,0
107299,TIENDA PLAZA CENTRAL,6,0,0,0
92444,VIAJES FALABELLA,5,0,0,0
92446,VIAJES HC,5,0,0,0
92604,WWW.AVIANCA.COM,5,0,0,0
67099,EASY,4,0,0,0
66353,DESPEGAR COLOMBIA,4,0,0,0
68519,EPK KIDSMART,4,0,0,0
68726,EXITO,4,0,0,0
70661,JUMBO CENCOSUD,4,0,0,0
70659,JUMBO,4,0,0,0
69857,HOMECENTER,4,0,0,0
68850,FALABELLA,4,0,0,0
68856,FALABELLA TITAN,4,0,0,0
108062,WWW.AVIANCA.COM,6,0,0,0
108147,ZARA,6,0,0,0
89315,PRICE TRAVEL BARRANQU,5,0,0,0
89316,PRICESMART,5,0,0,0
89317,PRICESMART COLOMBIA,5,0,0,0
68350,ELA,4,0,0,0
85315,HOMECENTER,5,0,0,0
104773,PRICE TRAVEL BARRANQU,6,0,0,0
86119,JUMBO CENCOSUD,5,0,0,0
81811,DESPEGAR COLOMBIA,5,0,0,0
86117,JUMBO,5,0,0,0
104774,PRICESMART,6,0,0,0
104775,PRICESMART COLOMBIA,6,0,0,0
82557,EASY,5,0,0,0
102532,MAKRO,6,0,0,0
84308,FALABELLA,5,0,0,0
84314,FALABELLA TITAN,5,0,0,0
84184,EXITO,5,0,0,0
104407,PEPE GANGA,6,0,0,0
83808,ELA,5,0,0,0
83977,EPK KIDSMART,5,0,0,0
81331,COSMOPOLITAN CASINO,5,0,0,0
80954,COMCEL,5,0,0,0
103346,MOVISTAR,6,0,0,0
90892,STUDIO F,5,0,0,0
102983,METRO,6,0,0,0
78879,AUTOMOTORES COMERC A,5,0,0,0
78761,ARTURO CALLE,5,0,0,0
78548,AMWAY COLOMBIA,5,0,0,0
78438,ALMACENES LA 14,5,0,0,0
77982,AGENCIA DE SEGUROS FALABELLA,5,0,0,0
54399,HOMECENTER,3,0,0,0
50895,DESPEGAR COLOMBIA,3,0,0,0
51641,EASY,3,0,0,0
72067,METRO,4,0,0,0
70885,LA 14 - ALMACENES,4,0,0,0
73857,PRICE TRAVEL BARRANQU,4,0,0,0
73858,PRICESMART,4,0,0,0
73859,PRICESMART COLOMBIA,4,0,0,0
73491,PEPE GANGA,4,0,0,0
94219,ARTURO CALLE,6,0,0,0
47632,AMWAY COLOMBIA,3,0,0,0
47963,AUTOMOTORES COMERC A,3,0,0,0
47522,ALMACENES LA 14,3,0,0,0
50038,COMCEL,3,0,0,0
47066,AGENCIA DE SEGUROS FALABELLA,3,0,0,0
53392,FALABELLA,3,0,0,0
93896,ALMACENES LA 14,6,0,0,0
94006,AMWAY COLOMBIA,6,0,0,0
53398,FALABELLA TITAN,3,0,0,0
47845,ARTURO CALLE,3,0,0,0
52892,ELA,3,0,0,0
53268,EXITO,3,0,0,0
53061,EPK KIDSMART,3,0,0,0
94337,AUTOMOTORES COMERC A,6,0,0,0
65496,COMCEL,4,0,0,0
62524,AGENCIA DE SEGUROS FALABELLA,4,0,0,0
65873,COSMOPOLITAN CASINO,4,0,0,0
63090,AMWAY COLOMBIA,4,0,0,0
62980,ALMACENES LA 14,4,0,0,0
63421,AUTOMOTORES COMERC A,4,0,0,0
63303,ARTURO CALLE,4,0,0,0
106448,SUPER INTER,6,0,0,0
106350,STUDIO F,6,0,0,0
106614,SUPERMERCADO MERCACENTRO,6,0,0,0
96412,COMCEL,6,0,0,0
76383,TIENDA PLAZA CENTRAL,4,0,0,0
76384,TIENDA PLAZA CENTRAL AM,4,0,0,0
96789,COSMOPOLITAN CASINO,6,0,0,0
76988,VIAJES HC,4,0,0,0
77231,ZARA,4,0,0,0
76986,VIAJES FALABELLA,4,0,0,0
97269,DESPEGAR COLOMBIA,6,0,0,0
71616,MAKRO,4,0,0,0
72430,MOVISTAR,4,0,0,0
76469,TIQUETESBARATOS.COM,4,0,0,0
75698,SUPERMERCADO MERCACENTRO,4,0,0,0
75532,SUPER INTER,4,0,0,0
75434,STUDIO F,4,0,0,0
93440,AGENCIA DE SEGUROS FALABELLA,6,0,0,0
77146,WWW.AVIANCA.COM,4,0,0,0
377329,MAKRO,7,13900,1,1
99642,EXITO,6,19100,1,1
115100,EXITO,7,19100,1,1
376296,LATAM AIRLINES COLOMBIA,1,30400,1,1
71213,LATAM AIRLINES COLOMBIA,4,30400,1,1
55755,LATAM AIRLINES COLOMBIA,3,30400,1,1
40297,LATAM AIRLINES COLOMBIA,2,30400,1,1
86671,LATAM AIRLINES COLOMBIA,5,30400,1,1
399097,LA 14 - ALMACENES,8,81609,2,2
401678,COSMOPOLITAN CASINO,14,100000,1,1
375016,ELA,10,109780,1,0
391621,CARULLA,1,157920,3,3
395198,JUMBO CENCOSUD,8,183050,3,2
372009,PAYU PAGOSONLINE,0,186410,2,2
412713,METRO,8,205740,1,1
149357,METRO,9,205740,1,1
72902,OLIMPICA,4,210700,4,4
422489,OLIMPICA,0,210700,4,4
26528,OLIMPICA,1,210700,4,4
88360,OLIMPICA,5,210700,4,4
57444,OLIMPICA,3,210700,4,4
41986,OLIMPICA,2,210700,4,4
391160,LATAM AIRLINES COLOMBIA,6,225580,2,2
64738,CARULLA,4,230560,4,4
384032,CARULLA,2,230560,4,4
49280,CARULLA,3,230560,4,4
398901,PRICESMART COLOMBIA,9,246297,1,1
121906,SUPER INTER,7,249680,2,2
137364,SUPER INTER,8,249680,2,2
401135,CARULLA,5,258260,5,5
377330,SUPERMERCADO MERCACENTRO,8,269600,3,3
393984,ALMACENES LA 14,8,297459,4,4
148175,LA 14 - ALMACENES,9,298836,5,5
76292,TICKET FAST,4,300000,1,1
91750,TICKET FAST,5,300000,1,1
384670,TICKET FAST,0,300000,1,1
60834,TICKET FAST,3,300000,1,1
29918,TICKET FAST,1,300000,1,1
45376,TICKET FAST,2,300000,1,1
411965,INTERNET,0,314000,2,2
23864,INTERNET,1,314000,2,2
155838,AMWAY COLOMBIA,10,325114,2,2
95654,CARULLA,6,345486,7,7
408418,PRICESMART,9,354800,1,1
394021,INTERNET,2,378001,3,3
54780,INTERNET,3,378001,3,3
396574,OLIMPICA,6,400716,5,5
124356,AGENCIA DE SEGUROS FALABELLA,8,410660,1,1
85696,INTERNET,5,421245,4,4
101154,INTERNET,6,421245,4,4
116612,INTERNET,7,421245,4,4
410784,INTERNET,4,421245,4,4
87396,MERCADOPAGO COLOMBIA,5,421500,2,2
71938,MERCADOPAGO COLOMBIA,4,421500,2,2
56480,MERCADOPAGO COLOMBIA,3,421500,2,2
41022,MERCADOPAGO COLOMBIA,2,421500,2,2
416486,MERCADOPAGO COLOMBIA,0,421500,2,2
25564,MERCADOPAGO COLOMBIA,1,421500,2,2
425265,CARULLA,7,432456,10,9
421265,TIQUETESBARATOS.COM,9,558430,3,3
403226,TIENDA PLAZA CENTRAL AM,10,582490,1,1
391612,PAYU PAGOSONLINE,1,623839,14,14
389341,SUPER INTER,9,652764,4,4
417798,ARTURO CALLE,10,668300,5,5
379253,PAYU PAGOSONLINE,2,671205,16,16
385872,EPK KIDSMART,10,673450,8,8
390146,MERCADOPAGO COLOMBIA,6,693401,5,5
373642,STUDIO F,10,704540,3,3
407472,SUPERMERCADO MERCACENTRO,9,716680,9,9
139747,ADIDAS,9,755570,1,1
93373,ADIDAS,6,755570,1,1
124289,ADIDAS,8,755570,1,1
62457,ADIDAS,4,755570,1,1
46999,ADIDAS,3,755570,1,1
77915,ADIDAS,5,755570,1,1
108831,ADIDAS,7,755570,1,1
128931,EASY,8,756308,4,4
144389,EASY,9,778278,5,5
117587,LATAM AIRLINES COLOMBIA,7,811250,4,3
373460,VIVA COLOMBIA,0,908685,5,5
394545,ELA,11,910560,7,6
386271,DESPEGAR COLOMBIA,8,955601,1,1
393650,SUPERMERCADO MERCACENTRO,10,970350,12,12
374734,JUMBO CENCOSUD,9,976213,17,16
163409,JUMBO CENCOSUD,10,976213,17,16
425269,ADIDAS,10,1005570,2,2
385073,LA 14 - ALMACENES,10,1012565,10,8
394518,PAYU,2,1039800,42,43
416044,PEPE GANGA,10,1054660,8,8
133448,MAKRO,8,1090467,5,5
416230,JUMBO CENCOSUD,11,1126213,18,17
401736,EPK KIDSMART,11,1132750,13,13
418494,PRICESMART COLOMBIA,10,1140551,5,5
1753,AVIANCA,0,1206032,4,4
126570,CARULLA,8,1249362,22,20
109089,ALKOSTO,7,1428000,1,1
78173,ALKOSTO,5,1428000,1,1
16341,ALKOSTO,1,1428000,1,1
62715,ALKOSTO,4,1428000,1,1
47257,ALKOSTO,3,1428000,1,1
883,ALKOSTO,0,1428000,1,1
31799,ALKOSTO,2,1428000,1,1
93631,ALKOSTO,6,1428000,1,1
409045,AMAZON,0,1464629,9,7
392963,HOMECENTER,6,1473200,5,5
418124,ZARA,10,1495300,8,8
415797,METRO,10,1526487,10,9
171296,AMWAY COLOMBIA,11,1545579,4,4
422440,TICKET FAST,6,1616000,2,2
73431,PAYU PAGOSONLINE,4,1655528,18,18
376534,PAYU PAGOSONLINE,3,1655528,18,18
17211,AVIANCA,1,1683482,5,5
122666,TICKET FAST,7,1713200,3,3
140270,ALMACENES LA 14,9,1724191,15,14
130558,EXITO,8,1746253,20,19
371625,STUDIO F,11,1804511,7,7
161604,FALABELLA TITAN,10,1836030,4,4
413704,OLIMPICA,7,1851263,22,20
375190,ADIDAS,11,1865555,9,9
230963,TIENDA PLAZA CENTRAL,14,1954420,1,1
393083,TIENDA PLAZA CENTRAL,12,1954420,1,1
215505,TIENDA PLAZA CENTRAL,13,1954420,1,1
246421,TIENDA PLAZA CENTRAL,15,1954420,1,1
261879,TIENDA PLAZA CENTRAL,16,1954420,1,1
376236,VIAJES FALABELLA,10,1957400,1,1
389973,INTERNET,8,1993269,11,11
422643,AGENCIA DE SEGUROS FALABELLA,9,2020000,5,5
138124,TICKET FAST,8,2021200,4,4
423003,MERCADOPAGO COLOMBIA,7,2063732,12,12
421995,EPK KIDSMART,12,2081400,25,24
147528,INTERNET,9,2084284,13,13
153582,TICKET FAST,9,2128400,5,5
133045,LATAM AIRLINES COLOMBIA,8,2133860,10,9
424837,ELA,12,2342470,18,17
179091,LA 14 - ALMACENES,11,2359922,22,20
421302,COMCEL,9,2367364,13,13
408453,AMAZON,1,2409596,11,9
186121,ADIDAS,12,2419315,12,12
394436,JUMBO,8,2420736,6,6
181697,PEPE GANGA,11,2483010,20,20
401300,METRO,11,2506350,21,19
149720,MOVISTAR,9,2582678,12,12
399703,ALKOSTO,8,2640249,5,5
183904,SUPERMERCADO MERCACENTRO,11,2691850,18,17
412078,COSMOPOLITAN CASINO,15,2700000,2,1
372985,UBER,0,2700503,237,130
418613,SUPER INTER,10,2702879,15,15
393674,VIVA COLOMBIA,1,2790520,9,9
46139,VIVA COLOMBIA,2,2790520,9,9
142028,CARULLA,9,2794398,37,35
395050,MAKRO,9,2796234,10,10
394410,ADIDAS,13,2906055,14,14
92513,VIVA COLOMBIA,5,2941810,11,11
77055,VIVA COLOMBIA,4,2941810,11,11
423466,VIVA COLOMBIA,3,2941810,11,11
207472,ELA,13,3049505,23,22
424835,VIVA COLOMBIA,6,3099182,12,12
195731,METRO,12,3112873,27,25
382912,AMWAY COLOMBIA,12,3114382,7,7
412079,COSMOPOLITAN CASINO,16,3200000,3,1
401055,AMAZON,2,3238532,15,12
422618,JUMBO CENCOSUD,12,3243115,27,26
183738,SUPER INTER,11,3378031,26,25
402145,TIENDA PLAZA CENTRAL AM,11,3388172,7,7
32669,AVIANCA,2,3396302,6,6
421891,LA 14 - ALMACENES,12,3412615,30,28
853,ALIEXPRESS,0,3424179,8,4
421994,TICKET FAST,10,3441600,9,9
393418,TICKET FAST,11,3503600,10,10
207641,EPK KIDSMART,13,3590300,37,35
402490,STUDIO F,12,3640119,16,16
197155,PEPE GANGA,12,3640720,33,33
400968,JUMBO CENCOSUD,13,3672955,32,30
400969,JUMBO CENCOSUD,14,3724295,35,33
416279,ALMACENES LA 14,10,3725924,39,36
425905,SUPERMERCADO MERCACENTRO,12,3766150,29,28
375882,ARTURO CALLE,11,3806800,18,18
386224,VIVA COLOMBIA,7,4002208,15,13
425171,AMAZON,3,4024963,18,13
